Sequence Id	Type	Start	Stop	Strand	Locus Tag	Gene	Product	DbXrefs
tig00000001_polypolish	cds	786135	786473	-	NHFMJM_03560	glnK	Nitrogen regulatory protein P-II	COG:COG0347, COG:TE, RefSeq:WP_003056652.1, SO:0001217, UniParc:UPI0000E76FB9, UniRef:UniRef100_A0A096EJC3, UniRef:UniRef50_Q53044, UniRef:UniRef90_A0A096EJC3
tig00000001_polypolish	cds	786524	788131	-	NHFMJM_03565	nadE	Glutamine-dependent NAD(+) synthetase	COG:C, COG:COG0388, SO:0001217, UniRef:UniRef50_A0A536VLN9, UniRef:UniRef90_D0J5C2
tig00000001_polypolish	cds	788169	789530	+	NHFMJM_03570		putative N-acyltransferase	COG:COG3146, COG:R, SO:0001217, UniRef:UniRef50_A0A0N7J8V1, UniRef:UniRef90_A0A0K6I761
tig00000001_polypolish	cds	789591	791360	-	NHFMJM_03575	tar	Methyl-accepting chemotaxis protein I	COG:COG0840, COG:T, SO:0001217, UniRef:UniRef50_A0A5A7MGD1, UniRef:UniRef90_A0A5A7MGD1
tig00000001_polypolish	cds	791793	793538	-	NHFMJM_03580		Chemotaxis protein	SO:0001217, UniRef:UniRef50_F4G8H6, UniRef:UniRef90_A0A0L7MPT4
tig00000001_polypolish	cds	793678	794205	-	NHFMJM_03585	ppa	Inorganic pyrophosphatase	COG:C, COG:COG0221, RefSeq:WP_003056663.1, SO:0001217, UniParc:UPI0000E76FE6, UniRef:UniRef100_A0A096GRF4, UniRef:UniRef50_Q9KP34, UniRef:UniRef90_D0J5B8
tig00000001_polypolish	cds	794433	794957	-	NHFMJM_03590	mPO1	Putative membrane protein	COG:COG4539, COG:I, SO:0001217, UniRef:UniRef50_A0A6I6TCR5, UniRef:UniRef90_D0J5B7
tig00000001_polypolish	cds	795019	795831	+	NHFMJM_03595	crp	Transcriptional regulator, Crp/Fnr family	COG:COG0664, COG:T, SO:0001217, UniRef:UniRef50_B7X0X2, UniRef:UniRef90_B7X0X2
tig00000001_polypolish	cds	795915	796598	+	NHFMJM_03600		DUF2889 domain-containing protein	SO:0001217, UniRef:UniRef50_A9BMG7, UniRef:UniRef90_B7X0X3
tig00000001_polypolish	cds	796696	797838	+	NHFMJM_03605	moaA	GTP 3',8-cyclase	COG:COG2896, COG:H, SO:0001217, UniRef:UniRef50_A0LVG0, UniRef:UniRef90_D0J5B3
tig00000001_polypolish	cds	797831	798496	+	NHFMJM_03610	mobA	Molybdenum cofactor guanylyltransferase	COG:COG0746, COG:H, SO:0001217, UniRef:UniRef50_Q8Y0K5, UniRef:UniRef90_D0J5B2
tig00000001_polypolish	cds	798583	799956	+	NHFMJM_03615	moeA	Molybdopterin molybdenumtransferase	COG:COG0303, COG:H, SO:0001217, UniRef:UniRef50_A0A1I1T398, UniRef:UniRef90_D0J5B1
tig00000001_polypolish	cds	800010	800336	+	NHFMJM_03620	trxA	Thioredoxin	COG:COG0526, COG:O, RefSeq:WP_034371783.1, SO:0001217, UniParc:UPI00050F5345, UniRef:UniRef100_A0A096FDB7, UniRef:UniRef50_A1K8X0, UniRef:UniRef90_A0A076PRY9
tig00000001_polypolish	cds	800364	800813	-	NHFMJM_03625	rnhA	Ribonuclease H	COG:COG0328, COG:L, RefSeq:WP_003056672.1, SO:0001217, UniParc:UPI0000E77064, UniRef:UniRef100_A0A096HFY2, UniRef:UniRef50_O69014, UniRef:UniRef90_A0A096ESD7
tig00000001_polypolish	cds	800810	801643	-	NHFMJM_03630	ubiE	Methyltransferase domain	COG:COG2226, COG:H, RefSeq:WP_034371780.1, SO:0001217, UniParc:UPI00050FA390, UniRef:UniRef100_A0A096FBN1, UniRef:UniRef50_A0A0H2M6G8, UniRef:UniRef90_A0A0K6I7U8
tig00000001_polypolish	cds	801663	802436	+	NHFMJM_03635	gloB	Hydroxyacylglutathione hydrolase	COG:COG0491, COG:R, RefSeq:WP_053282548.1, SO:0001217, UniParc:UPI0006A41F3B, UniRef:UniRef100_A0A0L7MQT2, UniRef:UniRef50_Q46Z82, UniRef:UniRef90_D0J5A7
tig00000001_polypolish	cds	802418	803962	+	NHFMJM_03640	lysM	Lytic transglycosylase, catalytic	COG:COG1388, COG:M, SO:0001217, UniRef:UniRef50_A0A0P0MFR1, UniRef:UniRef90_D0J5A6
tig00000001_polypolish	cds	804092	804682	-	NHFMJM_03645	recR	Recombination protein RecR	COG:COG0353, COG:L, RefSeq:WP_034371771.1, SO:0001217, UniParc:UPI0005105430, UniRef:UniRef100_A0A096FDB2, UniRef:UniRef50_Q2Y7X0, UniRef:UniRef90_B7X0Y2
tig00000001_polypolish	cds	804845	805177	-	NHFMJM_03650	ybaB	Nucleoid-associated protein GOQ09_12235	COG:COG0718, COG:K, RefSeq:WP_003066189.1, SO:0001217, UniParc:UPI0001BB13C6, UniRef:UniRef100_A0A096HFX7, UniRef:UniRef50_Q7N0P1, UniRef:UniRef90_A0A0H2MBJ1
tig00000001_polypolish	cds	805205	807376	-	NHFMJM_03655	dnaX	DNA polymerase III subunit gamma/tau	SO:0001217, UniRef:UniRef50_A0A3N1XGH7, UniRef:UniRef90_D0J4W8
tig00000001_polypolish	ncRNA	807480	807575	+	NHFMJM_03660	Bacteria_small_SRP	Bacterial small signal recognition particle RNA	RFAM:RF00169, SO:0000655
tig00000001_polypolish	cds	807889	809241	-	NHFMJM_03665	rimO	Ribosomal protein S12 methylthiotransferase RimO	COG:COG0621, COG:J, SO:0001217, UniRef:UniRef50_B1Y223, UniRef:UniRef90_A0A076PH70
tig00000001_polypolish	cds	809285	810937	+	NHFMJM_03670		Integrase	SO:0001217, UniRef:UniRef50_V7ZB67, UniRef:UniRef90_A0A0L7MPY3
tig00000001_polypolish	cds	811053	811466	+	NHFMJM_03675		Translesion error-prone DNA polymerase V autoproteolytic subunit	RefSeq:WP_202788658.1, SO:0001217, UniParc:UPI00192B97C5, UniRef:UniRef100_UPI00192B97C5, UniRef:UniRef50_A0A5D9AN85, UniRef:UniRef90_A0A5D9AN85
tig00000001_polypolish	cds	811473	812771	+	NHFMJM_03680	dinP	UmuC protein	COG:COG0389, COG:L, SO:0001217, UniRef:UniRef50_A0A4Q3GCI0, UniRef:UniRef90_A0A0E3BF57
tig00000001_polypolish	cds	812948	814123	+	NHFMJM_03685		PIN-12 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A011Q055
tig00000001_polypolish	cds	814238	814732	-	NHFMJM_03690		hypothetical protein	
tig00000001_polypolish	cds	814729	815199	-	NHFMJM_03695	rrrD	Lysozyme	COG:COG3772, COG:M, SO:0001217, UniRef:UniRef50_A0A7G9RLL0, UniRef:UniRef90_D0J484
tig00000001_polypolish	cds	815196	815492	-	NHFMJM_03700		hypothetical protein	
tig00000001_polypolish	cds	815517	815753	-	NHFMJM_03705		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0L7MK38, UniRef:UniRef90_A0A0E3CCZ9
tig00000001_polypolish	cds	815750	817645	-	NHFMJM_03710		hypothetical protein	
tig00000001_polypolish	cds	817645	818040	-	NHFMJM_03715		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0L7MJZ3, UniRef:UniRef90_UPI0015FD6464
tig00000001_polypolish	cds	818037	819716	-	NHFMJM_03720		exo-alpha-sialidase	SO:0001217, UniRef:UniRef50_UPI0017865AF3
tig00000001_polypolish	cds	819720	820892	-	NHFMJM_03725		hypothetical protein	
tig00000001_polypolish	cds	820915	824508	-	NHFMJM_03730		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A7L5Y5U8, UniRef:UniRef90_UPI0011E722EE
tig00000001_polypolish	cds	824521	824904	-	NHFMJM_03735		hypothetical protein	SO:0001217, UniRef:UniRef50_N6Y2G7, UniRef:UniRef90_A0A0L7MK06
tig00000001_polypolish	cds	824904	827747	-	NHFMJM_03740		PhageMin-Tail domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0L7MK45
tig00000001_polypolish	cds	827858	828655	-	NHFMJM_03745		Phage protein	SO:0001217, UniRef:UniRef50_A0A1Y1J2Q2, UniRef:UniRef90_A0A5N7WKF1
tig00000001_polypolish	cds	828691	829104	-	NHFMJM_03750		hypothetical protein	
tig00000001_polypolish	cds	829110	829430	-	NHFMJM_03755		hypothetical protein	
tig00000001_polypolish	cds	829436	829801	-	NHFMJM_03760		DUF2190 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A080NSE5, UniRef:UniRef90_UPI0006B8F9A0
tig00000001_polypolish	cds	829830	831977	-	NHFMJM_03765		Clp protease ClpP	SO:0001217, UniRef:UniRef50_A0A080NXP6, UniRef:UniRef90_UPI0006B961B9
tig00000001_polypolish	cds	832187	833212	-	NHFMJM_03770		ATP-binding protein	SO:0001217, UniRef:UniRef50_UPI00131C0901
tig00000001_polypolish	cds	833214	833861	-	NHFMJM_03775		Response regulator	SO:0001217, UniRef:UniRef50_A0A4S3M046
tig00000001_polypolish	cds	834085	835602	-	NHFMJM_03780		phage portal protein	SO:0001217, UniRef:UniRef50_A0A080NYM8, UniRef:UniRef90_UPI0009C06FDD
tig00000001_polypolish	cds	835614	835835	-	NHFMJM_03785		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A080NZ66, UniRef:UniRef90_UPI00128FBFDB
tig00000001_polypolish	cds	835906	836286	-	NHFMJM_03790		Mor domain-containing protein	SO:0001217, UniRef:UniRef50_A0A4Q3GAI8, UniRef:UniRef90_UPI0006B9EB36
tig00000001_polypolish	cds	836283	838355	-	NHFMJM_03795		phage terminase large subunit family protein	SO:0001217, UniRef:UniRef50_D0J4A4, UniRef:UniRef90_UPI0006B9FC5E
tig00000001_polypolish	cds	838352	838894	-	NHFMJM_03800		hypothetical protein	SO:0001217, UniRef:UniRef50_T1XHE2, UniRef:UniRef90_UPI0006B90006
tig00000001_polypolish	cds	838891	839010	-	NHFMJM_03805		hypothetical protein	
tig00000001_polypolish	cds	839007	839840	-	NHFMJM_03810		DNA replication protein DnaC	SO:0001217, UniRef:UniRef50_A0A3M6QZR6, UniRef:UniRef90_A0A0E3BF66
tig00000001_polypolish	cds	839837	840646	-	NHFMJM_03815		hypothetical protein	
tig00000001_polypolish	cds	840667	841008	-	NHFMJM_03820		hypothetical protein	
tig00000001_polypolish	cds	841068	841901	-	NHFMJM_03825		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0E3BS51, UniRef:UniRef90_A0A5A7MHT1
tig00000001_polypolish	cds	841903	842445	-	NHFMJM_03830		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A014MCD4, UniRef:UniRef90_A0A0E3CFG2
tig00000001_polypolish	cds	842473	842895	+	NHFMJM_03835		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0E3BEN0, UniRef:UniRef90_UPI0011A5D677
tig00000001_polypolish	cds	843383	844117	+	NHFMJM_03840		Repressor	SO:0001217, UniParc:UPI0005100FEC, UniRef:UniRef100_A0A0E3BVS0, UniRef:UniRef50_A0A0E3BMB8, UniRef:UniRef90_A0A0E3BVS0
tig00000001_polypolish	cds	844534	845100	+	NHFMJM_03845		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A5N7WLR5, UniRef:UniRef90_A0A5N7WLR5
tig00000001_polypolish	cds	845506	845910	+	NHFMJM_03850		hypothetical protein	SO:0001217, UniRef:UniRef50_UPI0006B8FD62, UniRef:UniRef90_UPI0006B8FD62
tig00000001_polypolish	cds	845976	846215	+	NHFMJM_03855		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A076PK46, UniRef:UniRef90_UPI0015F9E696
tig00000001_polypolish	cds	846227	846361	+	NHFMJM_03860		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A096FDI6, UniRef:UniRef90_A0A370EKE6
tig00000001_polypolish	cds	846349	846579	+	NHFMJM_03865		hypothetical protein	SO:0001217, UniRef:UniRef50_D0J4C0, UniRef:UniRef90_D0J4C0
tig00000001_polypolish	cds	846533	846790	+	NHFMJM_03870		hypothetical protein	SO:0001217, UniRef:UniRef50_D0J4C1, UniRef:UniRef90_D0J4C1
tig00000001_polypolish	cds	846783	846995	+	NHFMJM_03875		hypothetical protein	SO:0001217, UniRef:UniRef50_D0J4C2, UniRef:UniRef90_D0J4C2
tig00000001_polypolish	cds	847056	848012	+	NHFMJM_03880		Phosphoadenosine phosphosulfate reductase	SO:0001217, UniRef:UniRef50_A0A1F8QCB9
tig00000001_polypolish	cds	848061	849857	+	NHFMJM_03885		DNA (cytosine-5-)-methyltransferase	SO:0001217, UniRef:UniRef50_E1VAZ1, UniRef:UniRef90_A0A1Y1IYB2
tig00000001_polypolish	cds	849984	850526	+	NHFMJM_03890		hypothetical protein	SO:0001217, UniRef:UniRef50_D0J4C7, UniRef:UniRef90_D0J4C7
tig00000001_polypolish	cds	850590	850871	+	NHFMJM_03895		hypothetical protein	SO:0001217, UniRef:UniRef50_B7X1U2, UniRef:UniRef90_B7X1U2
tig00000001_polypolish	cds	850885	851943	+	NHFMJM_03900		Core-binding (CB) domain-containing protein	SO:0001217, UniRef:UniRef50_E8TQL9, UniRef:UniRef90_B7X1U3
tig00000001_polypolish	tRNA	852044	852119	-	NHFMJM_03905	Lys_trna	tRNA-Lys	SO:0000265
tig00000001_polypolish	cds	852225	853049	-	NHFMJM_03910		ThiF family adenylyltransferase	SO:0001217, UniRef:UniRef50_A0A6P2ERF1, UniRef:UniRef90_UPI00130E8E4C
tig00000001_polypolish	cds	853049	853810	-	NHFMJM_03915	ygbF	Cell division coordinator CpoB	COG:COG1729, COG:D, SO:0001217, UniRef:UniRef50_A0A2W5QH15, UniRef:UniRef90_B7X208
tig00000001_polypolish	cds	853810	854337	-	NHFMJM_03920	pal	Peptidoglycan-associated protein	COG:COG2885, COG:M, RefSeq:WP_003056828.1, SO:0001217, UniParc:UPI0000E76F9D, UniRef:UniRef100_B7X209, UniRef:UniRef50_Q12C27, UniRef:UniRef90_A0A096GR76
tig00000001_polypolish	cds	854405	855658	-	NHFMJM_03925	tolB	Tol-Pal system protein TolB	COG:COG0823, COG:U, SO:0001217, UniRef:UniRef50_Q3JP75, UniRef:UniRef90_A0A0E3BBM7
tig00000001_polypolish	cds	856127	857893	+	NHFMJM_03930	msbA	ATP-dependent lipid A-core flippase	COG:COG1132, COG:V, SO:0001217, UniRef:UniRef50_Q12C33, UniRef:UniRef90_A0A2G6ZR29
tig00000001_polypolish	cds	858007	858735	-	NHFMJM_03935	aNKYR	ANK-REP-REGION domain-containing protein	COG:COG0666, COG:T, SO:0001217, UniRef:UniRef50_A0A210W9D5, UniRef:UniRef90_A0A1Y1J519
tig00000001_polypolish	cds	858732	859562	-	NHFMJM_03940	tatD	DNAase	COG:COG0084, COG:N, SO:0001217, UniRef:UniRef50_A0A238DR14, UniRef:UniRef90_A0A076PRX3
tig00000001_polypolish	cds	859676	860032	-	NHFMJM_03945	pilZ	Type IV fimbriae assembly protein	COG:COG3215, COG:NW, SO:0001217, UniRef:UniRef50_K9DLT3, UniRef:UniRef90_A0A5A7MIX9
tig00000001_polypolish	cds	860123	861148	-	NHFMJM_03950	holB	DNA polymerase III subunit delta	COG:COG0470, COG:L, SO:0001217, UniRef:UniRef50_A0A5B8RVQ6, UniRef:UniRef90_A0A5D9AKU7
tig00000001_polypolish	cds	861145	861834	-	NHFMJM_03955	tmk	Thymidylate kinase	COG:COG0125, COG:F, SO:0001217, UniRef:UniRef50_A0A1I2CL45, UniRef:UniRef90_D0J4U8
tig00000001_polypolish	cds	861924	862916	-	NHFMJM_03960	mltG	Endolytic murein transglycosylase	COG:COG1559, COG:M, SO:0001217, UniRef:UniRef50_A0A2G6X848, UniRef:UniRef90_A0A076PKB5
tig00000001_polypolish	cds	862961	863917	+	NHFMJM_03965	ygfZ	GCV-T domain-containing protein	COG:COG0354, COG:O, SO:0001217, UniRef:UniRef50_A0A3N1XCC8, UniRef:UniRef90_A0A370EX15
tig00000001_polypolish	cds	863967	865451	+	NHFMJM_03970		Histidine kinase	SO:0001217, UniRef:UniRef50_A0A076PN59, UniRef:UniRef90_A0A076PN59
tig00000001_polypolish	cds	865438	866040	+	NHFMJM_03975		response regulator	SO:0001217, UniRef:UniRef50_A8IHL5, UniRef:UniRef90_UPI00130DFB35
tig00000001_polypolish	cds	866159	866665	+	NHFMJM_03980		GlcG	SO:0001217, UniRef:UniRef50_A0A076PH50, UniRef:UniRef90_A0A076PH50
tig00000001_polypolish	cds	866946	867803	-	NHFMJM_03985	elaA	N-acetyltransferase domain-containing protein	COG:COG2153, COG:R, SO:0001217, UniRef:UniRef50_F5XXU4, UniRef:UniRef90_A0A5A7MLM8
tig00000001_polypolish	cds	867825	868805	-	NHFMJM_03990	aes	Esterase/lipase	COG:COG0657, COG:I, SO:0001217, UniRef:UniRef50_A0A645B829, UniRef:UniRef90_A0A076PRW5
tig00000001_polypolish	cds	869761	870069	+	NHFMJM_03995		Putative iron uptake protein	SO:0001217, UniRef:UniRef50_F0Q256, UniRef:UniRef90_D0J4U3
tig00000001_polypolish	cds	870066	871778	+	NHFMJM_04000	piuB	PepSY-associated TM helix	COG:COG3182, COG:S, SO:0001217, UniRef:UniRef50_A0A0Q0XBV9, UniRef:UniRef90_D0J4U2
tig00000001_polypolish	cds	871782	872141	+	NHFMJM_04005		DUF3325 domain-containing protein	SO:0001217, UniRef:UniRef50_D0J4U1, UniRef:UniRef90_D0J4U1
tig00000001_polypolish	cds	872480	873196	+	NHFMJM_04010		DUF4198 domain-containing protein	SO:0001217, UniRef:UniRef50_D0J4U0, UniRef:UniRef90_D0J4U0
tig00000001_polypolish	cds	873275	875461	+	NHFMJM_04015	fhuE	Ferrisiderophore receptor	COG:COG4773, COG:P, SO:0001217, UniRef:UniRef50_A0A430HTI3, UniRef:UniRef90_A0A5A7MM39
tig00000001_polypolish	cds	875608	876579	-	NHFMJM_04020	araC	Transcriptional regulator, AraC family	COG:COG2207, COG:K, SO:0001217, UniRef:UniRef50_A9C071, UniRef:UniRef90_D0J4T8
tig00000001_polypolish	cds	876723	877874	+	NHFMJM_04025	ubiH	Monooxygenase, FAD-binding protein	COG:COG0654, COG:HC, SO:0001217, UniRef:UniRef50_A0A0H2MP73, UniRef:UniRef90_D0J4T7
tig00000001_polypolish	cds	878375	878899	-	NHFMJM_04030		DNA-binding transcriptional regulator, MarR family	SO:0001217, UniRef:UniRef50_A0A1I4Y6M6
tig00000001_polypolish	cds	879078	880061	+	NHFMJM_04035	tctC	TctC	COG:C, COG:COG3181, SO:0001217, UniRef:UniRef50_A0A433BAV5, UniRef:UniRef90_D0J4T5
tig00000001_polypolish	cds	880177	882483	+	NHFMJM_04040	coxL	4-hydroxybenzoyl-CoA reductase	COG:C, COG:COG1529, SO:0001217, UniRef:UniRef50_Q46V82, UniRef:UniRef90_B7WXY0
tig00000001_polypolish	cds	882476	883357	+	NHFMJM_04045	cutB	Carbon-monoxide dehydrogenase medium subunit	COG:C, COG:COG1319, SO:0001217, UniRef:UniRef50_A0A6P2F451, UniRef:UniRef90_A0A5A7MLG5
tig00000001_polypolish	cds	883354	883833	+	NHFMJM_04050	cutS	(2Fe-2S)-binding protein	COG:C, COG:COG2080, SO:0001217, UniRef:UniRef50_A0A517ZBZ9, UniRef:UniRef90_D0J4T2
tig00000001_polypolish	cds	883823	884626	+	NHFMJM_04055	coxG	Carbon monoxide dehydrogenase subunit G	COG:C, COG:COG3427, SO:0001217, UniRef:UniRef50_A0A0L7MAF6, UniRef:UniRef90_D0J4T1
tig00000001_polypolish	cds	884734	885828	+	NHFMJM_04060	ompC	Gram-negative type outer membrane porin protein	COG:COG3203, COG:M, SO:0001217, UniRef:UniRef50_A0A1P8JVI1, UniRef:UniRef90_D0IY34
tig00000001_polypolish	cds	886108	886452	+	NHFMJM_04065		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A076PZG8, UniRef:UniRef90_A0A0K6I8J0
tig00000001_polypolish	cds	886833	887450	-	NHFMJM_04070		Nitrilotriacetate monooxygenase component B	SO:0001217, UniRef:UniRef50_B1YW88, UniRef:UniRef90_A0A1Y1IWZ7
tig00000001_polypolish	cds	888220	888999	-	NHFMJM_04075		HTH gntR-type domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1Y0EL17, UniRef:UniRef90_A0A0L7MRI0
tig00000001_polypolish	cds	889167	890147	+	NHFMJM_04080		ABC transporter substrate-binding protein	SO:0001217, UniRef:UniRef50_A0A2M6VI49, UniRef:UniRef90_A0A096HLD8
tig00000001_polypolish	cds	890144	891313	+	NHFMJM_04085		Acyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_A0A157S907, UniRef:UniRef90_A0A0L7MR29
tig00000001_polypolish	cds	891357	892544	+	NHFMJM_04090		Acyl-CoA dehydrogenase	SO:0001217, UniRef:UniRef50_B3R8H3, UniRef:UniRef90_A0A0L7MS23
tig00000001_polypolish	cds	892541	893653	+	NHFMJM_04095		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A0L7MR90, UniRef:UniRef90_A0A0L7MR90
tig00000001_polypolish	cds	893650	894447	+	NHFMJM_04100		2,3-dehydroadipyl-CoA hydratase	SO:0001217, UniRef:UniRef50_A0A6J5FQM6, UniRef:UniRef90_A0A0L7MR43
tig00000001_polypolish	cds	894453	895622	+	NHFMJM_04105		CoA-transferase family III	SO:0001217, UniRef:UniRef50_A0A6J5FRB4, UniRef:UniRef90_A0A0L7MRH5
tig00000001_polypolish	cds	895632	896609	+	NHFMJM_04110		Nitronate monooxygenase	SO:0001217, UniRef:UniRef50_Q9I4V0, UniRef:UniRef90_A0A0L7MR27
tig00000001_polypolish	cds	897128	898039	-	NHFMJM_04115		LysR family transcriptional regulator	SO:0001217, UniRef:UniRef50_Q01610, UniRef:UniRef90_UPI001422FFDA
tig00000001_polypolish	cds	898176	898634	+	NHFMJM_04120		Cyclophil-like2 domain-containing protein	SO:0001217, UniRef:UniRef50_A0A1V3Q8Y3
tig00000001_polypolish	cds	898688	899812	+	NHFMJM_04125		Uncharacterized protein PA2218	SO:0001217, UniRef:UniRef50_Q01609
tig00000001_polypolish	cds	899923	901155	+	NHFMJM_04130		Transcription regulatory protein OpdE	SO:0001217, UniRef:UniRef50_Q01602
tig00000001_polypolish	cds	901282	901530	+	NHFMJM_04135		hypothetical protein	
tig00000001_polypolish	cds	902152	903153	-	NHFMJM_04140		Alcohol dehydrogenase	SO:0001217, UniRef:UniRef50_A0A142XXE4, UniRef:UniRef90_A0A076PKM2
tig00000001_polypolish	cds	903260	904222	-	NHFMJM_04145		Peroxidase (Non-Heme peroxidase)	SO:0001217, UniRef:UniRef50_A0A446ZJB1, UniRef:UniRef90_A0A076PHI3
tig00000001_polypolish	cds	904250	905038	-	NHFMJM_04150		KR domain-containing protein	SO:0001217, UniRef:UniRef50_A0A0F4FYE4, UniRef:UniRef90_A0A2G6ZQ46
tig00000001_polypolish	cds	905088	905936	-	NHFMJM_04155		hypothetical protein	
tig00000001_polypolish	cds	906019	907101	-	NHFMJM_04160		NADH:flavin oxidoreductase/NADH oxidase	SO:0001217, UniRef:UniRef50_H3G7J7, UniRef:UniRef90_B7X0Q8
tig00000001_polypolish	cds	907234	907857	+	NHFMJM_04165		TetR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A6J5G5Q2, UniRef:UniRef90_A0A076PSA7
tig00000001_polypolish	cds	907868	909052	-	NHFMJM_04170		Bcr/CflA family efflux transporter	SO:0001217, UniRef:UniRef50_A0A6I6MY95, UniRef:UniRef90_A0A076PH06
tig00000001_polypolish	cds	909036	909497	-	NHFMJM_04175		MarR family transcriptional regulator	SO:0001217, UniRef:UniRef50_A0A0M9H4U4, UniRef:UniRef90_UPI00177B17A6
tig00000001_polypolish	cds	909557	910102	+	NHFMJM_04180		hotdog fold thioesterase	SO:0001217, UniRef:UniRef50_A0A6H0ITR0, UniRef:UniRef90_UPI0017841169
tig00000001_polypolish	cds	910844	911980	+	NHFMJM_04185	eutG	Iron-containing alcohol dehydrogenase	COG:C, COG:COG1454, SO:0001217, UniRef:UniRef50_F6G0X7, UniRef:UniRef90_B7X308
tig00000001_polypolish	cds	911998	914607	-	NHFMJM_04190	gAF	Phytochrome sensor protein	COG:COG2203, COG:T, SO:0001217, UniRef:UniRef50_A0A2G6ZTA9, UniRef:UniRef90_A0A0M2DMR8
tig00000001_polypolish	cds	914725	915744	-	NHFMJM_04195		Phospholipase	SO:0001217, UniRef:UniRef50_D0J4S6, UniRef:UniRef90_A0A0L7MB14
tig00000001_polypolish	cds	915878	916720	-	NHFMJM_04200	comP	Putative signal transduction histidine kinase	COG:COG4585, COG:T, SO:0001217, UniRef:UniRef50_D0J4S5, UniRef:UniRef90_D0J4S5
tig00000001_polypolish	cds	916748	917509	-	NHFMJM_04205	citB	LuxR family transcriptional regulator	COG:COG2197, COG:TK, SO:0001217, UniRef:UniRef50_E8U0J1, UniRef:UniRef90_A0A076PK45
tig00000001_polypolish	cds	917718	918560	-	NHFMJM_04210	hDOD	HDOD domain-containing protein	COG:COG1639, COG:T, SO:0001217, UniRef:UniRef50_A0A1Y1J7H3, UniRef:UniRef90_A0A1Y1J7H3
tig00000001_polypolish	cds	918627	919874	-	NHFMJM_04215	dAP2	Dipeptidyl aminopeptidases/acylaminoacyl-peptidases-like protein	COG:COG1506, COG:E, SO:0001217, UniRef:UniRef50_A0A373FPY0, UniRef:UniRef90_D0J4S2
tig00000001_polypolish	cds	919935	922373	-	NHFMJM_04220	tex	S1 motif domain-containing protein	COG:COG2183, COG:K, SO:0001217, UniRef:UniRef50_A0A1I1HID5, UniRef:UniRef90_A0A370EMP7
tig00000001_polypolish	cds	922496	923614	+	NHFMJM_04225		hypothetical protein	
tig00000001_polypolish	cds	923726	924829	-	NHFMJM_04230	caiD	Enoyl-CoA hydratase/isomerase	COG:COG1024, COG:I, SO:0001217, UniRef:UniRef50_Q12AU2, UniRef:UniRef90_D0J4R8
tig00000001_polypolish	cds	925047	925487	+	NHFMJM_04235	ybaN	Membrane protein	COG:COG2832, COG:S, SO:0001217, UniRef:UniRef50_A0A076PMW0, UniRef:UniRef90_A0A076PMW0
tig00000001_polypolish	tRNA	925591	925667	-	NHFMJM_04240	Pro_trna	tRNA-Pro	SO:0000268
tig00000001_polypolish	tRNA	925851	925927	-	NHFMJM_04245	Pro_trna	tRNA-Pro	SO:0000268
tig00000001_polypolish	cds	926448	927488	+	NHFMJM_04250	ompC	Porin Gram-negative type	COG:COG3203, COG:M, SO:0001217, UniRef:UniRef50_J1ES24, UniRef:UniRef90_B7X319
tig00000001_polypolish	cds	927582	928286	-	NHFMJM_04255		hypothetical protein	SO:0001217, UniRef:UniRef50_A0A080NM80, UniRef:UniRef90_A0A370EJ98
tig00000001_polypolish	cds	928283	929272	-	NHFMJM_04260	mlaD	MlaD domain-containing protein	COG:COG1463, COG:M, SO:0001217, UniRef:UniRef50_A0A5A7MIG2, UniRef:UniRef90_A0A5A7MIG2
tig00000001_polypolish	cds	929285	930088	-	NHFMJM_04265	mlaE	Permease subunit MlaE of the ABC-type intermembrane phospholipid transporter Mla	COG:COG0767, COG:M, SO:0001217, UniRef:UniRef50_A0A6H2HA24, UniRef:UniRef90_B7X322
